# users: Sarah Needham, Kathrin Scherer, 
# sample descripton: wtEGFR 5nM AffiCF640R
# comment: 
# comment: 
folder,track id,Im,Id,It,Itet,Ibl,Ibr,frame start,frame stop,mean,sigma,SEM
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141103_0001_0021_d961d7fd-66f1-4287-82d7-0f93d72e8904,244,x,,,,,,172,187,,,,2,519
,,,x,,,,,46,77,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141103_0001_0021_d961d7fd-66f1-4287-82d7-0f93d72e8904,434,x,,,,,,109,125,,,,2,519
,,,x,,,,,22,37,,,
# users: Sarah Needham, Kathrin Scherer, 
# sample descripton: wtEGFR 5nM AffiCF640R
# comment: 
folder,track id,Im,Id,It,Itet,Ibl,Ibr,frame start,frame stop,mean,sigma,SEM
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141103_0001_0022_8f97f908-90a3-4424-be58-01374ba6a700,134,x,,,,,,67,87,,,,2,501
,,,x,,,,,45,59,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141103_0001_0022_8f97f908-90a3-4424-be58-01374ba6a700,1217,x,,,,,,84,111,,,,2,501
,,,x,,,,,44,55,,,
# users: Sarah Needham, Kathrin Scherer, 
# sample descripton: wtEGFR 5nM AffiCF640R
# comment: 
folder,track id,Im,Id,It,Itet,Ibl,Ibr,frame start,frame stop,mean,sigma,SEM
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141103_0001_0024_d1562503-72c0-4748-acd9-340e720c4039,6388,x,,,,,,328,340,,,,2,503
,,,x,,,,,364,374,,,
# users: Sarah Needham, Kathrin Scherer, 
# sample descripton: wtEGFR 5nM AffiCF640R
# comment: 
folder,track id,Im,Id,It,Itet,Ibl,Ibr,frame start,frame stop,mean,sigma,SEM
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141103_0001_0025_8f942c96-6667-4a0e-8d75-54fafb46de1e,95,x,,,,,,64,80,,,,2,503
,,,x,,,,,44,55,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141103_0001_0025_8f942c96-6667-4a0e-8d75-54fafb46de1e,210,x,,,,,,102,117,,,,2,503
,,,x,,,,,51,68,,,
# users: Sarah Needham, Kathrin Scherer, 
# sample descripton: wtEGFR 5nM AffiCF640R
# comment: 
folder,track id,Im,Id,It,Itet,Ibl,Ibr,frame start,frame stop,mean,sigma,SEM
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141103_0001_0026_dcf1e870-0536-4436-a485-085100f8739b,72,x,,,,,,153,173,,,,2,512
,,,x,,,,,117,131,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141103_0001_0026_dcf1e870-0536-4436-a485-085100f8739b,221,x,,,,,,98,124,,,,2,512
,,,x,,,,,66,81,,,
# users: Sarah Needham, Kathrin Scherer, 
# sample descripton: wtEGFR 5nM AffiCF640R
# comment: 
folder,track id,Im,Id,It,Itet,Ibl,Ibr,frame start,frame stop,mean,sigma,SEM
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141103_0001_0027_31dd6266-5b7e-4842-9b63-8db59f7c9efa,73,x,,,,,,208,233,,,,80,503
,,,x,,,,,129,144,,,
# users: Sarah Needham, Kathrin Scherer, 
# sample descripton: wtEGFR 5nM AffiCF640R
# comment: 
folder,track id,Im,Id,It,Itet,Ibl,Ibr,frame start,frame stop,mean,sigma,SEM
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141103_0001_0028_27959b8b-7b33-4369-8e4b-dd9ac3bd46af,566,x,,,,,,154,166,,,,2,502
,,,x,,,,,114,128,,,
# users: Sarah Needham, Kathrin Scherer, 
# sample descripton: wtEGFR 5nM AffiCF640R
# comment: 
folder,track id,Im,Id,It,Itet,Ibl,Ibr,frame start,frame stop,mean,sigma,SEM
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141103_0001_0029_2eda91bf-7992-4afd-86c2-e6e3dc7e894f,13,x,,,,,,95,110,,,,2,502
,,,x,,,,,55,77,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141103_0001_0029_2eda91bf-7992-4afd-86c2-e6e3dc7e894f,74,x,,,,,,108,119,,,,2,502
,,,x,,,,,82,92,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141103_0001_0029_2eda91bf-7992-4afd-86c2-e6e3dc7e894f,704,x,,,,,,103,120,,,,2,502
,,,x,,,,,27,42,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141103_0001_0029_2eda91bf-7992-4afd-86c2-e6e3dc7e894f,1066,x,,,,,,98,111,,,,2,502
,,,x,,,,,47,59,,,
# users: Sarah Needham, Kathrin Scherer, 
# sample descripton: wtEGFR 5nM AffiCF640R
# comment: 
folder,track id,Im,Id,It,Itet,Ibl,Ibr,frame start,frame stop,mean,sigma,SEM
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141103_0001_0030_1c0e19f1-deff-42bd-9140-9c1f90caffd9,225,x,,,,,,108,120,,,,2,502
,,x,,,,,,76,86,,,
,,,x,,,,,58,69,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141103_0001_0030_1c0e19f1-deff-42bd-9140-9c1f90caffd9,2661,x,,,,,,220,238,,,,2,502
,,,x,,,,,152,164,,,
# users: Sarah Needham, Kathrin Scherer, 
# sample descripton: wtEGFR HER1 Affibody CF640R 5nM
# comment: 
folder,track id,Im,Id,It,Itet,Ibl,Ibr,frame start,frame stop,mean,sigma,SEM
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141104_0001_0001_fa7ac632-9fbd-4e91-b227-778af1fceded,83,x,,,,,,71,81,,,,2,510
,,x,,,,,,92,114,,,
,,,x,,,,,45,61,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141104_0001_0001_fa7ac632-9fbd-4e91-b227-778af1fceded,385,x,,,,,,174,221,,,,2,510
,,,x,,,,,140,167,,,
# users: Sarah Needham, Kathrin Scherer, 
# sample descripton: wtEGFR HER1 Affibody CF640R 5nM
# comment: 
folder,track id,Im,Id,It,Itet,Ibl,Ibr,frame start,frame stop,mean,sigma,SEM
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141104_0001_0002_23fd77df-487a-4a57-b8c1-9996e44ea761,87,x,,,,,,74,104,,,,2,501
,,,x,,,,,36,51,,,
,,,x,,,,,58,69,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141104_0001_0002_23fd77df-487a-4a57-b8c1-9996e44ea761,2566,x,,,,,,110,131,,,,2,501
,,,x,,,,,81,98,,,
# users: Sarah Needham, Kathrin Scherer, 
# sample descripton: wtEGFR HER1 Affibody CF640R 5nM
# comment: 
folder,track id,Im,Id,It,Itet,Ibl,Ibr,frame start,frame stop,mean,sigma,SEM
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141104_0001_0003_f5f7ed90-a57b-4dc6-947d-be0ceb6bd88d,9,x,,,,,,168,190,,,,2,440
,,,x,,,,,121,154,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141104_0001_0003_f5f7ed90-a57b-4dc6-947d-be0ceb6bd88d,720,x,,,,,,62,76,,,,2,440
,,,x,,,,,28,45,,,
# users: Sarah Needham, Kathrin Scherer, 
# sample descripton: wtEGFR HER1 Affibody CF640R 5nM
# comment: 
folder,track id,Im,Id,It,Itet,Ibl,Ibr,frame start,frame stop,mean,sigma,SEM
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141104_0001_0004_ac486106-7b57-46ff-b7b5-97b34138b1b7,34,x,,,,,,68,98,,,,2,502
,,,x,,,,,3,17,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141104_0001_0004_ac486106-7b57-46ff-b7b5-97b34138b1b7,382,x,,,,,,215,230,,,,2,502
,,,x,,,,,157,174,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141104_0001_0004_ac486106-7b57-46ff-b7b5-97b34138b1b7,521,x,,,,,,22,54,,,,2,502
,,,x,,,,,2,17,,,
# users: Sarah Needham, Kathrin Scherer, 
# sample descripton: wtEGFR HER1 Affibody CF640R 5nM
# comment: 
folder,track id,Im,Id,It,Itet,Ibl,Ibr,frame start,frame stop,mean,sigma,SEM
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141104_0001_0007_ec0ba481-2c99-4a06-99c6-4599c7565110,174,x,,,,,,161,182,,,,2,504
,,,x,,,,,129,153,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141104_0001_0007_ec0ba481-2c99-4a06-99c6-4599c7565110,864,x,,,,,,91,101,,,,2,504
,,,x,,,,,72,84,,,
# users: Sarah Needham, Kathrin Scherer, 
# sample descripton: wtEGFR HER1 Affibody CF640R 5nM
# comment: 
folder,track id,Im,Id,It,Itet,Ibl,Ibr,frame start,frame stop,mean,sigma,SEM
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141104_0001_0008_1a8b6176-c779-4b33-8108-c8796713df21,2,x,,,,,,68,83,,,,2,501
,,,x,,,,,22,50,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141104_0001_0008_1a8b6176-c779-4b33-8108-c8796713df21,1788,x,,,,,,51,67,,,,2,501
,,,x,,,,,23,45,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141104_0001_0008_1a8b6176-c779-4b33-8108-c8796713df21,6037,x,,,,,,354,367,,,,2,501
,,,x,,,,,377,392,,,
# users: Sarah Needham, Kathrin Scherer, 
# sample descripton: wtEGFR HER1 Affibody CF640R 5nM
# comment: 
folder,track id,Im,Id,It,Itet,Ibl,Ibr,frame start,frame stop,mean,sigma,SEM
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141104_0001_0009_517709b8-3dd2-4cc4-8e66-8ff859090306,226,x,,,,,,102,117,,,,2,410
,,,x,,,,,45,65,,,
# users: Sarah Needham, Kathrin Scherer, 
# sample descripton: wtEGFR HER1 Affibody CF640R 5nM
# comment: 
folder,track id,Im,Id,It,Itet,Ibl,Ibr,frame start,frame stop,mean,sigma,SEM
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141104_0001_0010_baa6f41b-672e-43e8-88ed-2c91bea82503,361,x,,,,,,331,343,,,,40,502
,,,x,,,,,270,282,,,
,,,x,,,,,298,315,,,
# users: Sarah Needham, Kathrin Scherer, 
# sample descripton: WTEGFR CHO cells 1000nM EGF Sample6
# comment: 
folder,track id,Im,Id,It,Itet,Ibl,Ibr,frame start,frame stop,mean,sigma,SEM
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141030_0001_0001_7415c716-1e60-4e3d-892f-ebc7fde340a6,185,x,,,,,,219,269,,,,190,550
,,x,,,,,,273,311,,,
,,x,,,,,,316,324,,,
,,,x,,,,,190,198,,,
,,,x,,,,,205,212,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141030_0001_0001_7415c716-1e60-4e3d-892f-ebc7fde340a6,384,x,,,,,,57,149,,,,10,150
,,,x,,,,,11,51,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141030_0001_0001_7415c716-1e60-4e3d-892f-ebc7fde340a6,464,x,,,,,,261,288,,,,190,550
,,,x,,,,,209,233,,,
,,,x,,,,,242,256,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141030_0001_0001_7415c716-1e60-4e3d-892f-ebc7fde340a6,486,x,,,,,,191,282,,,,190,550
,,x,,,,,,326,474,,,
,,,x,,,,,288,313,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141030_0001_0001_7415c716-1e60-4e3d-892f-ebc7fde340a6,551,x,,,,,,120,149,,,,2,150
,,,x,,,,,45,116,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141030_0001_0001_7415c716-1e60-4e3d-892f-ebc7fde340a6,2845,x,,,,,,300,393,,,,190,551
,,x,,,,,,397,530,,,
,,x,,,,,,535,549,,,
,,,x,,,,,269,288,,,
# users: Sarah Needham, Kathrin Scherer, 
# sample descripton: WTEGFR CHO cells 1000nM EGF Sample6
# comment: 
folder,track id,Im,Id,It,Itet,Ibl,Ibr,frame start,frame stop,mean,sigma,SEM
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141030_0001_0002_0de2c60f-fa57-4794-b8d5-fe7704d44d94,59,x,,,,,,192,247,,,,150,530
,,x,,,,,,253,260,,,
,,x,,,,,,265,273,,,
,,x,,,,,,281,312,,,
,,x,,,,,,318,366,,,
,,x,,,,,,382,440,,,
,,x,,,,,,445,482,,,
,,,x,,,,,150,172,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141030_0001_0002_0de2c60f-fa57-4794-b8d5-fe7704d44d94,1254,x,,,,,,152,286,,,,151,530
,,x,,,,,,325,371,,,
,,x,,,,,,379,490,,,
,,x,,,,,,501,515,,,
,,,x,,,,,297,312,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141030_0001_0002_0de2c60f-fa57-4794-b8d5-fe7704d44d94,1918,x,,,,,,314,400,,,,150,530
,,x,,,,,,419,479,,,
,,,x,,,,,174,183,,,
,,,x,,,,,194,269,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141030_0001_0002_0de2c60f-fa57-4794-b8d5-fe7704d44d94,2283,x,,,,,,227,298,,,,150,530
,,x,,,,,,339,407,,,
,,,x,,,,,304,334,,,
#;users:;Sarah;Needham;;Kathrin;Scherer;;;;;;;;;
#;sample;descripton:;WTEGFR;CHO;cells;1000nM;EGF;Sample6;;;;;;;
#;comment:;;;;;;;;;;;;;;
folder,track,id,Im,Id,It,Itet,Ibl,Ibr,frame,start,frame,stop,mean,sigma,SEM
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141030_0001_0003_d6d0989b-66bd-4fb7-82c1-34b70e45ec67,2136,x,,,,,,36,130,,,,,,
,,,x,,,,,142,206,,,,,#;users:;Sarah;Needham;;Kathrin;Scherer;;;;;;;;;
#;sample;descripton:;WTEGFR;CHO;cells;1000nM;EGF;Sample6;;;;;;;
#;comment:;;;;;;;;;;;;;;
folder,track,id,Im,Id,It,Itet,Ibl,Ibr,frame,start,frame,stop,mean,sigma,SEM
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141030_0001_0004_4fa81521-bd42-4754-9585-43a040b1958b,172,x,,,,,,42,48,,,,2,130,
,,x,,,,,,59,129,,,,,,
,,,x,,,,,11,38,,,,,,
# users: Sarah Needham, Kathrin Scherer, 
# sample descripton: WTEGFR CHO cells 1000nM EGF Sample6
# comment: 
# The intensity of track 690 does not going to zero when you look the intensity plot (goes below zero) although the spot it actually switches off when you look at it.
folder,track id,Im,Id,It,Itet,Ibl,Ibr,frame start,frame stop,mean,sigma,SEM
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141030_0001_0005_a5f07f57-8fe0-496a-852a-c3eafcc16c30,422,x,,,,,,238,251,,,
,,x,,,,,,255,260,,,
,,x,,,,,,266,275,,,
,,,x,,,,,280,361,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141030_0001_0005_a5f07f57-8fe0-496a-852a-c3eafcc16c30,690,x,,,,,,147,153,,,
,,x,,,,,,159,177,,,
,,x,,,,,,188,239,,,
,,,x,,,,,62,96,,,
,,,x,,,,,108,120,,,
,,,x,,,,,127,143,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141030_0001_0005_a5f07f57-8fe0-496a-852a-c3eafcc16c30,1273,x,,,,,,75,240,,,
,,,x,,,,,246,340,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141030_0001_0005_a5f07f57-8fe0-496a-852a-c3eafcc16c30,3034,x,,,,,,148,267,,,
,,,x,,,,,273,314,,,
# users: Sarah Needham, Kathrin Scherer, 
# sample descripton: WTEGFR CHO cells 1000nM EGF Sample6
# comment: 
folder,track id,Im,Id,It,Itet,Ibl,Ibr,frame start,frame stop,mean,sigma,SEM
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141030_0001_0006_5c77aeb2-cf51-43ad-9828-b5823ddcd9ff,245,x,,,,,,239,276,,,,2,290
,,x,,,,,,281,288,,,
,,,x,,,,,169,218,,,
,,,x,,,,,225,236,,,
# users: Sarah Needham, Kathrin Scherer, 
# sample descripton: WTEGFR CHO cells 1000nM EGF Sample6
# comment: 
folder,track id,Im,Id,It,Itet,Ibl,Ibr,frame start,frame stop,mean,sigma,SEM
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141030_0001_0007_eebb50be-4c96-445a-ba3d-7b60ab329ab7,139,x,,,,,,261,299,,,,2,350
,,x,,,,,,306,327,,,
,,,x,,,,,166,250,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141030_0001_0007_eebb50be-4c96-445a-ba3d-7b60ab329ab7,329,x,,,,,,78,139,,,,2,350
,,,x,,,,,17,27,,,
,,,x,,,,,47,65,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141030_0001_0007_eebb50be-4c96-445a-ba3d-7b60ab329ab7,834,x,,,,,,197,274,,,,2,370
,,x,,,,,,281,357,,,
,,,x,,,,,81,95,,,
,,,x,,,,,102,140,,,
,,,x,,,,,146,172,,,
# users: Sarah Needham, Kathrin Scherer, 
# sample descripton: WTEGFR CHO cells 1000nM EGF Sample6
# comment: 
folder,track id,Im,Id,It,Itet,Ibl,Ibr,frame start,frame stop,mean,sigma,SEM
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141030_0001_0008_661650b5-21e0-4118-8705-61823347d72b,127,x,,,,,,225,246,,,,51,280
,,x,,,,,,252,269,,,
,,,x,,,,,94,130,,,
,,,x,,,,,137,188,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141030_0001_0008_661650b5-21e0-4118-8705-61823347d72b,254,x,,,,,,120,139,,,,50,280
,,,x,,,,,57,88,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141030_0001_0008_661650b5-21e0-4118-8705-61823347d72b,538,x,,,,,,167,179,,,,50,280
,,,x,,,,,132,157,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141030_0001_0008_661650b5-21e0-4118-8705-61823347d72b,825,x,,,,,,124,131,,,,50,280
,,x,,,,,,142,164,,,
,,x,,,,,,177,206,,,
,,,x,,,,,50,78,,,
,,,x,,,,,94,120,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141030_0001_0008_661650b5-21e0-4118-8705-61823347d72b,1245,x,,,,,,240,278,,,,50,281
,,,x,,,,,212,231,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141030_0001_0008_661650b5-21e0-4118-8705-61823347d72b,1926,x,,,,,,111,184,,,,51,280
,,x,,,,,,209,279,,,
,,,x,,,,,61,86,,,
,,,x,,,,,95,105,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141030_0001_0008_661650b5-21e0-4118-8705-61823347d72b,2984,x,,,,,,210,280,,,,50,280
,,,x,,,,,196,206,,,
# users: Sarah Needham, Kathrin Scherer, 
# sample descripton: WTEGFR CHO cells 1000nM EGF Sample6
# comment: 
folder,track id,Im,Id,It,Itet,Ibl,Ibr,frame start,frame stop,mean,sigma,SEM
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141030_0001_0013_9db2a928-c367-4cd6-8a04-7ee156d93113,492,x,,,,,,114,246,,,,2,350
,,x,,,,,,252,286,,,
,,,x,,,,,77,109,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141030_0001_0013_9db2a928-c367-4cd6-8a04-7ee156d93113,1844,x,,,,,,26,36,,,,2,350
,,x,,,,,,42,107,,,
,,,x,,,,,123,232,,,
# users: Sarah Needham, Kathrin Scherer, 
# sample descripton: WTEGFR CHO cells 1000nM EGF Sample6
# comment: 
folder,track id,Im,Id,It,Itet,Ibl,Ibr,frame start,frame stop,mean,sigma,SEM
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141030_0001_0015_2fe12bd8-f0b3-4d1d-9d7f-d5844283f2a2,44,x,,,,,,68,97,,,,50,220
,,,x,,,,,50,61,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141030_0001_0015_2fe12bd8-f0b3-4d1d-9d7f-d5844283f2a2,73,x,,,,,,150,220,,,,50,220
,,,x,,,,,52,85,,,
,,,x,,,,,93,127,,,
,,,x,,,,,134,145,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141030_0001_0015_2fe12bd8-f0b3-4d1d-9d7f-d5844283f2a2,148,x,,,,,,181,224,,,,50,225
,,,x,,,,,51,74,,,
,,,x,,,,,80,121,,,
,,,x,,,,,129,162,,,
# users: Sarah Needham, Kathrin Scherer, 
# sample descripton: WTEGFR CHO cells 1000nM EGF Sample6
# comment: 
folder,track id,Im,Id,It,Itet,Ibl,Ibr,frame start,frame stop,mean,sigma,SEM
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141030_0001_0001_7415c716-1e60-4e3d-892f-ebc7fde340a6,185,x,,,,,,219,269,,,,190,550
,,x,,,,,,273,311,,,
,,x,,,,,,316,324,,,
,,,x,,,,,190,198,,,
,,,x,,,,,205,212,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141030_0001_0001_7415c716-1e60-4e3d-892f-ebc7fde340a6,384,x,,,,,,57,149,,,,10,150
,,,x,,,,,11,51,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141030_0001_0001_7415c716-1e60-4e3d-892f-ebc7fde340a6,464,x,,,,,,261,288,,,,190,550
,,,x,,,,,209,233,,,
,,,x,,,,,242,256,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141030_0001_0001_7415c716-1e60-4e3d-892f-ebc7fde340a6,486,x,,,,,,191,282,,,,190,550
,,x,,,,,,326,474,,,
,,,x,,,,,288,313,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141030_0001_0001_7415c716-1e60-4e3d-892f-ebc7fde340a6,551,x,,,,,,120,149,,,,2,150
,,,x,,,,,45,116,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141030_0001_0001_7415c716-1e60-4e3d-892f-ebc7fde340a6,2845,x,,,,,,300,393,,,,190,551
,,x,,,,,,397,530,,,
,,x,,,,,,535,549,,,
,,,x,,,,,269,288,,,
# users: Sarah Needham, Kathrin Scherer, 
# sample descripton: WTEGFR CHO cells 1000nM EGF Sample6
# comment: 
folder,track id,Im,Id,It,Itet,Ibl,Ibr,frame start,frame stop,mean,sigma,SEM
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141030_0001_0002_0de2c60f-fa57-4794-b8d5-fe7704d44d94,59,x,,,,,,192,247,,,,150,530
,,x,,,,,,253,260,,,
,,x,,,,,,265,273,,,
,,x,,,,,,281,312,,,
,,x,,,,,,318,366,,,
,,x,,,,,,382,440,,,
,,x,,,,,,445,482,,,
,,,x,,,,,150,172,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141030_0001_0002_0de2c60f-fa57-4794-b8d5-fe7704d44d94,1254,x,,,,,,152,286,,,,151,530
,,x,,,,,,325,371,,,
,,x,,,,,,379,490,,,
,,x,,,,,,501,515,,,
,,,x,,,,,297,312,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141030_0001_0002_0de2c60f-fa57-4794-b8d5-fe7704d44d94,1918,x,,,,,,314,400,,,,150,530
,,x,,,,,,419,479,,,
,,,x,,,,,174,183,,,
,,,x,,,,,194,269,,,
/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141030_0001_0002_0de2c60f-fa57-4794-b8d5-fe7704d44d94,2283,x,,,,,,227,298,,,,150,530
,,x,,,,,,339,407,,,
,,,x,,,,,304,334,,,
#;users:;Sarah;Needham;;Kathrin;Scherer;;;;;;;;;
